score	sentence	voicevox_says	kuromoji_expects
3	あの不気味な静けさは、今にして思えば大地震の前兆に他ならなかった。	あのぶきみなしずけさわいまにしておもえばだいじしんのぜんちょおにほかならなかった	あのぶきみなしずけさわいまにしておもえばだいじしんのぜんちょおにたならなかった
3	アパートでは犬を飼うことができません。	あぱあとでわいぬおかうことができません	あぱとでわいぬおかうことができません
3	あまりに理不尽な仕打ちに、温厚な彼でさえ激しい憤慨を露わにした。	あまりにりふじんなしうちにおんこおなかれでさえわげしいふんがいおあらわにした	あまりにりふじんなしうちにおんこおなかれでさえわげしいふんがいおろわにした
3	あれだけ面倒を見てやったのに、彼は裏で私の悪口を言いふらすとは、まさに恩を仇で返す行為だ。	あれだけめんどおみてやったのにかれわうらでわたしのわるぐちおいふらすとわまさにおんおあだでかえすこおいだ	あれだけめんどおみてやったのにかれわうらでわたしのわるぐちおいふらすとわまさにおんおきゅうでかえすこおいだ
3	あれるぎー	あれるぎい	あれるぎ
3	アンケートだけでは分からない現場の実態を把握するため、直接聞き取り調査を行った。	あんけえとだけでわわからないげんばのじったいおわあくするためちょくせつききとりちょおさおこなった	あんけとだけでわわからないげんばのじったいおわあくするためちょくせつききとりちょおさおこなった
3	アンケートに基づく改善案を提示した。	あんけえとにもとずくかいぜんあんおてえじした	あんけとにもとずくかいぜんあんおてえじした
3	アンケートの結果は、我々の予想と概ね一致していた。	あんけえとのけっかわわれわれのよそおとおむねえっちしてえた	あんけとのけっかわわれわれのよそおとおむねえっちしてえた
3	アンケートの結果を統計して、来週の会議で発表する予定です。	あんけえとのけっかおとおけえしてらいしゅうのかいぎでわっぴょおするよてえです	あんけとのけっかおとおけえしてらいしゅうのかいぎでわっぴょおするよてえです
3	アンケートの結果を分析したところ、若い世代の不満が明らかになった。	あんけえとのけっかおぶんせきしたところわかいせだいのふまんがあきらかになった	あんけとのけっかおぶんせきしたところわかいせだいのふまんがあきらかになった
3	アンケートへの回答は任意ですので、答えたくない項目は空欄で構いません。	あんけえとえのかいとおわにんいですのでこたえたくないこおもくわくうらんでかまいません	あんけとえのかいとおわにんいですのでこたえたくないこおもくわくうらんでかまいません
3	アンケート調査は来月から全国の支店で一斉に実施される予定です。	あんけえとちょおさわらいげつからぜんこくのしてんでえっせえにじっしされるよてえです	あんけとちょおさわらいげつからぜんこくのしてんでえっせえにじっしされるよてえです
3	いくら～ても	いくらても	いくら～ても
3	インターネットで旅行のツアーを申し込みました。	いんたあねっとでりょこおのつあおもおしこみました	いんたねっとでりょこおのつあおもおしこみました
